"","Department","Date","Zile"
"583","Dermato-Oncology",2022-04-15,15
"584","Dermato-Oncology",2022-04-22,8
"585","Dermato-Oncology",2022-04-29,7
"586","Dermato-Oncology",2022-05-06,7
"587","Dermato-Oncology",2022-05-13,4
"588","Dermato-Oncology",2022-05-20,0
"589","Dermato-Oncology",2022-05-27,0
"590","Dermato-Oncology",2022-06-03,7
"591","Dermato-Oncology",2022-06-10,4
"592","Dermato-Oncology",2022-06-17,1
"593","Dermato-Oncology",2022-06-24,7
"594","Dermato-Oncology",2022-07-01,2
"595","Dermato-Oncology",2022-07-08,7
"596","Dermato-Oncology",2022-07-15,8
"597","Dermato-Oncology",2022-07-22,8
"598","Dermato-Oncology",2022-07-29,7
"599","Dermato-Oncology",2022-08-05,10
"600","Dermato-Oncology",2022-08-12,8
"601","Dermato-Oncology",2022-08-19,9
"602","Dermato-Oncology",2022-08-26,9
"603","Dermato-Oncology",2022-09-02,10
"604","Dermato-Oncology",2022-09-09,8
"605","Dermato-Oncology",2022-09-16,6
"606","Dermato-Oncology",2022-09-23,3
"607","Dermato-Oncology",2022-09-30,1
"608","Dermato-Oncology",2022-10-07,14
"609","Dermato-Oncology",2022-10-14,3
"610","Dermato-Oncology",2022-10-21,8
"611","Dermato-Oncology",2022-10-28,1
"612","Dermato-Oncology",2022-11-04,1
"613","Dermato-Oncology",2022-11-11,1
"614","Dermato-Oncology",2022-11-18,1
"615","Dermato-Oncology",2022-11-25,21
"616","Dermato-Oncology",2022-12-02,22
"617","Dermato-Oncology",2022-12-09,14
"618","Dermato-Oncology",2022-12-16,7
"619","Dermato-Oncology",2022-12-23,15
"620","Dermato-Oncology",2022-12-30,2
"621","Dermato-Oncology",2023-01-06,2
"622","Dermato-Oncology",2023-01-13,7
"623","Dermato-Oncology",2023-01-20,1
"624","Dermato-Oncology",2023-01-27,7
"625","Dermato-Oncology",2023-02-03,9
"626","Dermato-Oncology",2023-02-10,14
"627","Dermato-Oncology",2023-02-17,3
"628","Dermato-Oncology",2023-02-24,9
"629","Dermato-Oncology",2023-03-03,7
"630","Dermato-Oncology",2023-03-10,6
"631","Dermato-Oncology",2023-03-17,2
"632","Dermato-Oncology",2023-03-24,6
"633","Dermato-Oncology",2023-03-31,5
"634","Dermato-Oncology",2023-04-07,9
"635","Dermato-Oncology",2023-04-14,4
"636","Dermato-Oncology",2023-04-21,15
"637","Dermato-Oncology",2023-04-28,16
"638","Dermato-Oncology",2023-05-05,15
"639","Dermato-Oncology",2023-05-12,3
"640","Dermato-Oncology",2023-05-19,1
"641","Dermato-Oncology",2023-05-26,0
"642","Dermato-Oncology",2023-06-02,0
"643","Dermato-Oncology",2023-06-09,2
"644","Dermato-Oncology",2023-06-16,0
"645","Dermato-Oncology",2023-06-23,1
"646","Dermato-Oncology",2023-06-30,1
"647","Dermato-Oncology",2023-07-07,14
"648","Dermato-Oncology",2023-07-14,17
"649","Dermato-Oncology",2023-07-21,14
"650","Dermato-Oncology",2023-07-28,1
"651","Dermato-Oncology",2023-08-04,0
"652","Dermato-Oncology",2023-08-11,0
"653","Dermato-Oncology",2023-08-18,1
"654","Dermato-Oncology",2023-08-25,1
"655","Dermato-Oncology",2023-09-01,10
"656","Dermato-Oncology",2023-09-08,3
"657","Dermato-Oncology",2023-09-15,21
"658","Dermato-Oncology",2023-09-22,2
"659","Dermato-Oncology",2023-09-29,6
"660","Dermato-Oncology",2023-10-06,10
"661","Dermato-Oncology",2023-10-13,13
"662","Dermato-Oncology",2023-10-20,17
"663","Dermato-Oncology",2023-10-27,11
"664","Dermato-Oncology",2023-11-03,12
"665","Dermato-Oncology",2023-11-10,17
"666","Dermato-Oncology",2023-11-17,5
"667","Dermato-Oncology",2023-11-24,10
"668","Dermato-Oncology",2023-12-01,10
"669","Dermato-Oncology",2023-12-08,12
"670","Dermato-Oncology",2023-12-15,13
"671","Dermato-Oncology",2023-12-22,11
"672","Dermato-Oncology",2023-12-29,14
"673","Gastroenterology",2022-03-04,0
"674","Gastroenterology",2022-03-11,0
"675","Gastroenterology",2022-03-18,0
"676","Gastroenterology",2022-03-25,0
"677","Gastroenterology",2022-04-01,0
"678","Gastroenterology",2022-04-08,0
"679","Gastroenterology",2022-04-15,0
"680","Gastroenterology",2022-04-22,0
"681","Gastroenterology",2022-04-29,0
"682","Gastroenterology",2022-05-06,0
"683","Gastroenterology",2022-05-13,0
"684","Gastroenterology",2022-05-20,0
"685","Gastroenterology",2022-05-27,0
"686","Gastroenterology",2022-06-03,0
"687","Gastroenterology",2022-06-10,0
"688","Gastroenterology",2022-06-17,0
"689","Gastroenterology",2022-06-24,0
"690","Gastroenterology",2022-07-01,0
"691","Gastroenterology",2022-07-08,7
"692","Gastroenterology",2022-07-15,4
"693","Gastroenterology",2022-07-22,0
"694","Gastroenterology",2022-07-29,0
"695","Gastroenterology",2022-08-05,0
"696","Gastroenterology",2022-08-12,1
"697","Gastroenterology",2022-08-19,0
"698","Gastroenterology",2022-08-26,0
"699","Gastroenterology",2022-09-02,0
"700","Gastroenterology",2022-09-09,0
"701","Gastroenterology",2022-09-16,0
"702","Gastroenterology",2022-09-23,0
"703","Gastroenterology",2022-09-30,0
"704","Gastroenterology",2022-10-07,0
"705","Gastroenterology",2022-10-14,0
"706","Gastroenterology",2022-10-21,0
"707","Gastroenterology",2022-10-28,0
"708","Gastroenterology",2022-11-04,0
"709","Gastroenterology",2022-11-11,0
"710","Gastroenterology",2022-11-18,0
"711","Gastroenterology",2022-11-25,0
"712","Gastroenterology",2022-12-02,0
"713","Gastroenterology",2022-12-09,0
"714","Gastroenterology",2022-12-16,0
"715","Gastroenterology",2022-12-23,0
"716","Gastroenterology",2022-12-30,0
"717","Gastroenterology",2023-01-06,0
"718","Gastroenterology",2023-01-13,0
"719","Gastroenterology",2023-01-20,0
"720","Gastroenterology",2023-01-27,0
"721","Gastroenterology",2023-02-03,0
"722","Gastroenterology",2023-02-10,2
"723","Gastroenterology",2023-02-17,7
"724","Gastroenterology",2023-02-24,7
"725","Gastroenterology",2023-03-03,1
"726","Gastroenterology",2023-03-10,0
"727","Gastroenterology",2023-03-17,7
"728","Gastroenterology",2023-03-24,0
"729","Gastroenterology",2023-03-31,0
"730","Gastroenterology",2023-04-07,0
"731","Gastroenterology",2023-04-14,0
"732","Gastroenterology",2023-04-21,3
"733","Gastroenterology",2023-04-28,2
"734","Gastroenterology",2023-05-05,1
"735","Gastroenterology",2023-05-12,3
"736","Gastroenterology",2023-05-19,1
"737","Gastroenterology",2023-05-26,0
"738","Gastroenterology",2023-06-02,0
"739","Gastroenterology",2023-06-09,0
"740","Gastroenterology",2023-06-16,0
"741","Gastroenterology",2023-06-23,0
"742","Gastroenterology",2023-06-30,1
"743","Gastroenterology",2023-07-07,3
"744","Gastroenterology",2023-07-14,0
"745","Gastroenterology",2023-07-21,0
"746","Gastroenterology",2023-07-28,0
"747","Gastroenterology",2023-08-04,0
"748","Gastroenterology",2023-08-11,7
"749","Gastroenterology",2023-08-18,0
"750","Gastroenterology",2023-08-25,0
"751","Gastroenterology",2023-09-01,0
"752","Gastroenterology",2023-09-08,0
"753","Gastroenterology",2023-09-15,0
"754","Gastroenterology",2023-09-22,0
"755","Gastroenterology",2023-09-29,2
"756","Gastroenterology",2023-10-06,3
"757","Gastroenterology",2023-10-13,3
"758","Gastroenterology",2023-10-20,3
"759","Gastroenterology",2023-10-27,3
"760","Gastroenterology",2023-11-03,3
"761","Gastroenterology",2023-11-10,3
"762","Gastroenterology",2023-11-17,3
"763","Gastroenterology",2023-11-24,3
"764","Gastroenterology",2023-12-01,3
"765","Gastroenterology",2023-12-08,3
"766","Gastroenterology",2023-12-15,3
"767","Gastroenterology",2023-12-22,4
"768","Gastroenterology",2023-12-29,4
"769","Gynecology",2022-03-04,20
"770","Gynecology",2022-03-11,18
"771","Gynecology",2022-03-18,16
"772","Gynecology",2022-03-25,14
"773","Gynecology",2022-04-01,12
"774","Gynecology",2022-04-08,14
"775","Gynecology",2022-04-15,8
"776","Gynecology",2022-04-22,9
"777","Gynecology",2022-04-29,9
"778","Gynecology",2022-05-06,13
"779","Gynecology",2022-05-13,15
"780","Gynecology",2022-05-20,17
"781","Gynecology",2022-05-27,59
"782","Gynecology",2022-06-03,31
"783","Gynecology",2022-06-10,20
"784","Gynecology",2022-06-17,10
"785","Gynecology",2022-06-24,14
"786","Gynecology",2022-07-01,42
"787","Gynecology",2022-07-08,10
"788","Gynecology",2022-07-15,16
"789","Gynecology",2022-07-22,21
"790","Gynecology",2022-07-29,23
"791","Gynecology",2022-08-05,21
"792","Gynecology",2022-08-12,14
"793","Gynecology",2022-08-19,7
"794","Gynecology",2022-08-26,21
"795","Gynecology",2022-09-02,21
"796","Gynecology",2022-09-09,11
"797","Gynecology",2022-09-16,11
"798","Gynecology",2022-09-23,11
"799","Gynecology",2022-09-30,4
"800","Gynecology",2022-10-07,9
"801","Gynecology",2022-10-14,3
"802","Gynecology",2022-10-21,2
"803","Gynecology",2022-10-28,11
"804","Gynecology",2022-11-04,4
"805","Gynecology",2022-11-11,14
"806","Gynecology",2022-11-18,26
"807","Gynecology",2022-11-25,19
"808","Gynecology",2022-12-02,21
"809","Gynecology",2022-12-09,14
"810","Gynecology",2022-12-16,10
"811","Gynecology",2022-12-23,21
"812","Gynecology",2022-12-30,15
"813","Gynecology",2023-01-06,9
"814","Gynecology",2023-01-13,10
"815","Gynecology",2023-01-20,9
"816","Gynecology",2023-01-27,10
"817","Gynecology",2023-02-03,7
"818","Gynecology",2023-02-10,7
"819","Gynecology",2023-02-17,7
"820","Gynecology",2023-02-24,7
"821","Gynecology",2023-03-03,4
"822","Gynecology",2023-03-10,21
"823","Gynecology",2023-03-17,21
"824","Gynecology",2023-03-24,21
"825","Gynecology",2023-03-31,5
"826","Gynecology",2023-04-07,35
"827","Gynecology",2023-04-14,35
"828","Gynecology",2023-04-21,45
"829","Gynecology",2023-04-28,42
"830","Gynecology",2023-05-05,40
"831","Gynecology",2023-05-12,35
"832","Gynecology",2023-05-19,36
"833","Gynecology",2023-05-26,36
"834","Gynecology",2023-06-02,33
"835","Gynecology",2023-06-09,25
"836","Gynecology",2023-06-16,23
"837","Gynecology",2023-06-23,23
"838","Gynecology",2023-06-30,21
"839","Gynecology",2023-07-07,25
"840","Gynecology",2023-07-14,31
"841","Gynecology",2023-07-21,24
"842","Gynecology",2023-07-28,24
"843","Gynecology",2023-08-04,21
"844","Gynecology",2023-08-11,17
"845","Gynecology",2023-08-18,25
"846","Gynecology",2023-08-25,18
"847","Gynecology",2023-09-01,14
"848","Gynecology",2023-09-08,14
"849","Gynecology",2023-09-15,23
"850","Gynecology",2023-09-22,28
"851","Gynecology",2023-09-29,22
"852","Gynecology",2023-10-06,17
"853","Gynecology",2023-10-13,21
"854","Gynecology",2023-10-20,20
"855","Gynecology",2023-10-27,24
"856","Gynecology",2023-11-03,24
"857","Gynecology",2023-11-10,26
"858","Gynecology",2023-11-17,31
"859","Gynecology",2023-11-24,32
"860","Gynecology",2023-12-01,25
"861","Gynecology",2023-12-08,18
"862","Gynecology",2023-12-15,22
"863","Gynecology",2023-12-22,18
"864","Gynecology",2023-12-29,14
"865","Head and Neck Tumours, benign",2022-03-04,74
"866","Head and Neck Tumours, benign",2022-03-11,87
"867","Head and Neck Tumours, benign",2022-03-18,100
"868","Head and Neck Tumours, benign",2022-03-25,113
"869","Head and Neck Tumours, benign",2022-04-01,126
"870","Head and Neck Tumours, benign",2022-04-08,119
"871","Head and Neck Tumours, benign",2022-04-15,0
"872","Head and Neck Tumours, benign",2022-04-22,0
"873","Head and Neck Tumours, benign",2022-04-29,113
"874","Head and Neck Tumours, benign",2022-05-06,134
"875","Head and Neck Tumours, benign",2022-05-13,67
"876","Head and Neck Tumours, benign",2022-05-20,0
"877","Head and Neck Tumours, benign",2022-05-27,0
"878","Head and Neck Tumours, benign",2022-06-03,0
"879","Head and Neck Tumours, benign",2022-06-10,0
"880","Head and Neck Tumours, benign",2022-06-17,0
"881","Head and Neck Tumours, benign",2022-06-24,0
"882","Head and Neck Tumours, benign",2022-07-01,0
"883","Head and Neck Tumours, benign",2022-07-08,0
"884","Head and Neck Tumours, benign",2022-07-15,7
"885","Head and Neck Tumours, benign",2022-07-22,14
"886","Head and Neck Tumours, benign",2022-07-29,0
"887","Head and Neck Tumours, benign",2022-08-05,0
"888","Head and Neck Tumours, benign",2022-08-12,0
"889","Head and Neck Tumours, benign",2022-08-19,0
"890","Head and Neck Tumours, benign",2022-08-26,0
"891","Head and Neck Tumours, benign",2022-09-02,0
"892","Head and Neck Tumours, benign",2022-09-09,0
"893","Head and Neck Tumours, benign",2022-09-16,0
"894","Head and Neck Tumours, benign",2022-09-23,0
"895","Head and Neck Tumours, benign",2022-09-30,0
"896","Head and Neck Tumours, benign",2022-10-07,0
"897","Head and Neck Tumours, benign",2022-10-14,154
"898","Head and Neck Tumours, benign",2022-10-21,154
"899","Head and Neck Tumours, benign",2022-10-28,154
"900","Head and Neck Tumours, benign",2022-11-04,7
"901","Head and Neck Tumours, benign",2022-11-11,154
"902","Head and Neck Tumours, benign",2022-11-18,147
"903","Head and Neck Tumours, benign",2022-11-25,149
"904","Head and Neck Tumours, benign",2022-12-02,135
"905","Head and Neck Tumours, benign",2022-12-09,126
"906","Head and Neck Tumours, benign",2022-12-16,126
"907","Head and Neck Tumours, benign",2022-12-23,115
"908","Head and Neck Tumours, benign",2022-12-30,130
"909","Head and Neck Tumours, benign",2023-01-06,121
"910","Head and Neck Tumours, benign",2023-01-13,130
"911","Head and Neck Tumours, benign",2023-01-20,113
"912","Head and Neck Tumours, benign",2023-01-27,128
"913","Head and Neck Tumours, benign",2023-02-03,126
"914","Head and Neck Tumours, benign",2023-02-10,126
"915","Head and Neck Tumours, benign",2023-02-17,119
"916","Head and Neck Tumours, benign",2023-02-24,119
"917","Head and Neck Tumours, benign",2023-03-03,17
"918","Head and Neck Tumours, benign",2023-03-10,116
"919","Head and Neck Tumours, benign",2023-03-17,107
"920","Head and Neck Tumours, benign",2023-03-24,105
"921","Head and Neck Tumours, benign",2023-03-31,105
"922","Head and Neck Tumours, benign",2023-04-07,100
"923","Head and Neck Tumours, benign",2023-04-14,98
"924","Head and Neck Tumours, benign",2023-04-21,91
"925","Head and Neck Tumours, benign",2023-04-28,93
"926","Head and Neck Tumours, benign",2023-05-05,86
"927","Head and Neck Tumours, benign",2023-05-12,85
"928","Head and Neck Tumours, benign",2023-05-19,86
"929","Head and Neck Tumours, benign",2023-05-26,79
"930","Head and Neck Tumours, benign",2023-06-02,79
"931","Head and Neck Tumours, benign",2023-06-09,79
"932","Head and Neck Tumours, benign",2023-06-16,77
"933","Head and Neck Tumours, benign",2023-06-23,72
"934","Head and Neck Tumours, benign",2023-06-30,70
"935","Head and Neck Tumours, benign",2023-07-07,63
"936","Head and Neck Tumours, benign",2023-07-14,58
"937","Head and Neck Tumours, benign",2023-07-21,58
"938","Head and Neck Tumours, benign",2023-07-28,64
"939","Head and Neck Tumours, benign",2023-08-04,71
"940","Head and Neck Tumours, benign",2023-08-11,77
"941","Head and Neck Tumours, benign",2023-08-18,72
"942","Head and Neck Tumours, benign",2023-08-25,71
"943","Head and Neck Tumours, benign",2023-09-01,71
"944","Head and Neck Tumours, benign",2023-09-08,64
"945","Head and Neck Tumours, benign",2023-09-15,40
"946","Head and Neck Tumours, benign",2023-09-22,72
"947","Head and Neck Tumours, benign",2023-09-29,69
"948","Head and Neck Tumours, benign",2023-10-06,66
"949","Head and Neck Tumours, benign",2023-10-13,60
"950","Head and Neck Tumours, benign",2023-10-20,53
"951","Head and Neck Tumours, benign",2023-10-27,52
"952","Head and Neck Tumours, benign",2023-11-03,47
"953","Head and Neck Tumours, benign",2023-11-10,48
"954","Head and Neck Tumours, benign",2023-11-17,53
"955","Head and Neck Tumours, benign",2023-11-24,52
"956","Head and Neck Tumours, benign",2023-12-01,52
"957","Head and Neck Tumours, benign",2023-12-08,59
"958","Head and Neck Tumours, benign",2023-12-15,60
"959","Head and Neck Tumours, benign",2023-12-22,45
"960","Head and Neck Tumours, benign",2023-12-29,53
"961","Head and Neck Tumours, general anaesthesia",2022-03-04,74
"962","Head and Neck Tumours, general anaesthesia",2022-03-11,74
"963","Head and Neck Tumours, general anaesthesia",2022-03-18,74
"964","Head and Neck Tumours, general anaesthesia",2022-03-25,73
"965","Head and Neck Tumours, general anaesthesia",2022-04-01,73
"966","Head and Neck Tumours, general anaesthesia",2022-04-08,66
"967","Head and Neck Tumours, general anaesthesia",2022-04-15,78
"968","Head and Neck Tumours, general anaesthesia",2022-04-22,71
"969","Head and Neck Tumours, general anaesthesia",2022-04-29,65
"970","Head and Neck Tumours, general anaesthesia",2022-05-06,63
"971","Head and Neck Tumours, general anaesthesia",2022-05-13,98
"972","Head and Neck Tumours, general anaesthesia",2022-05-20,134
"973","Head and Neck Tumours, general anaesthesia",2022-05-27,139
"974","Head and Neck Tumours, general anaesthesia",2022-06-03,174
"975","Head and Neck Tumours, general anaesthesia",2022-06-10,162
"976","Head and Neck Tumours, general anaesthesia",2022-06-17,151
"977","Head and Neck Tumours, general anaesthesia",2022-06-24,152
"978","Head and Neck Tumours, general anaesthesia",2022-07-01,144
"979","Head and Neck Tumours, general anaesthesia",2022-07-08,151
"980","Head and Neck Tumours, general anaesthesia",2022-07-15,152
"981","Head and Neck Tumours, general anaesthesia",2022-07-22,152
"982","Head and Neck Tumours, general anaesthesia",2022-07-29,152
"983","Head and Neck Tumours, general anaesthesia",2022-08-05,141
"984","Head and Neck Tumours, general anaesthesia",2022-08-12,9
"985","Head and Neck Tumours, general anaesthesia",2022-08-19,84
"986","Head and Neck Tumours, general anaesthesia",2022-08-26,13
"987","Head and Neck Tumours, general anaesthesia",2022-09-02,152
"988","Head and Neck Tumours, general anaesthesia",2022-09-09,151
"989","Head and Neck Tumours, general anaesthesia",2022-09-16,151
"990","Head and Neck Tumours, general anaesthesia",2022-09-23,151
"991","Head and Neck Tumours, general anaesthesia",2022-09-30,146
"992","Head and Neck Tumours, general anaesthesia",2022-10-07,155
"993","Head and Neck Tumours, general anaesthesia",2022-10-14,49
"994","Head and Neck Tumours, general anaesthesia",2022-10-21,55
"995","Head and Neck Tumours, general anaesthesia",2022-10-28,54
"996","Head and Neck Tumours, general anaesthesia",2022-11-04,56
"997","Head and Neck Tumours, general anaesthesia",2022-11-11,55
"998","Head and Neck Tumours, general anaesthesia",2022-11-18,46
"999","Head and Neck Tumours, general anaesthesia",2022-11-25,45
"1000","Head and Neck Tumours, general anaesthesia",2022-12-02,43
"1001","Head and Neck Tumours, general anaesthesia",2022-12-09,50
"1002","Head and Neck Tumours, general anaesthesia",2022-12-16,50
"1003","Head and Neck Tumours, general anaesthesia",2022-12-23,45
"1004","Head and Neck Tumours, general anaesthesia",2022-12-30,59
"1005","Head and Neck Tumours, general anaesthesia",2023-01-06,59
"1006","Head and Neck Tumours, general anaesthesia",2023-01-13,57
"1007","Head and Neck Tumours, general anaesthesia",2023-01-20,64
"1008","Head and Neck Tumours, general anaesthesia",2023-01-27,64
"1009","Head and Neck Tumours, general anaesthesia",2023-02-03,80
"1010","Head and Neck Tumours, general anaesthesia",2023-02-10,57
"1011","Head and Neck Tumours, general anaesthesia",2023-02-17,52
"1012","Head and Neck Tumours, general anaesthesia",2023-02-24,59
"1013","Head and Neck Tumours, general anaesthesia",2023-03-03,112
"1014","Head and Neck Tumours, general anaesthesia",2023-03-10,60
"1015","Head and Neck Tumours, general anaesthesia",2023-03-17,78
"1016","Head and Neck Tumours, general anaesthesia",2023-03-24,52
"1017","Head and Neck Tumours, general anaesthesia",2023-03-31,29
"1018","Head and Neck Tumours, general anaesthesia",2023-04-07,29
"1019","Head and Neck Tumours, general anaesthesia",2023-04-14,42
"1020","Head and Neck Tumours, general anaesthesia",2023-04-21,15
"1021","Head and Neck Tumours, general anaesthesia",2023-04-28,1
"1022","Head and Neck Tumours, general anaesthesia",2023-05-05,24
"1023","Head and Neck Tumours, general anaesthesia",2023-05-12,22
"1024","Head and Neck Tumours, general anaesthesia",2023-05-19,15
"1025","Head and Neck Tumours, general anaesthesia",2023-05-26,24
"1026","Head and Neck Tumours, general anaesthesia",2023-06-02,29
"1027","Head and Neck Tumours, general anaesthesia",2023-06-09,29
"1028","Head and Neck Tumours, general anaesthesia",2023-06-16,36
"1029","Head and Neck Tumours, general anaesthesia",2023-06-23,38
"1030","Head and Neck Tumours, general anaesthesia",2023-06-30,45
"1031","Head and Neck Tumours, general anaesthesia",2023-07-07,50
"1032","Head and Neck Tumours, general anaesthesia",2023-07-14,43
"1033","Head and Neck Tumours, general anaesthesia",2023-07-21,38
"1034","Head and Neck Tumours, general anaesthesia",2023-07-28,19
"1035","Head and Neck Tumours, general anaesthesia",2023-08-04,14
"1036","Head and Neck Tumours, general anaesthesia",2023-08-11,50
"1037","Head and Neck Tumours, general anaesthesia",2023-08-18,57
"1038","Head and Neck Tumours, general anaesthesia",2023-08-25,57
"1039","Head and Neck Tumours, general anaesthesia",2023-09-01,45
"1040","Head and Neck Tumours, general anaesthesia",2023-09-08,43
"1041","Head and Neck Tumours, general anaesthesia",2023-09-15,49
"1042","Head and Neck Tumours, general anaesthesia",2023-09-22,52
"1043","Head and Neck Tumours, general anaesthesia",2023-09-29,56
"1044","Head and Neck Tumours, general anaesthesia",2023-10-06,60
"1045","Head and Neck Tumours, general anaesthesia",2023-10-13,10
"1046","Head and Neck Tumours, general anaesthesia",2023-10-20,52
"1047","Head and Neck Tumours, general anaesthesia",2023-10-27,52
"1048","Head and Neck Tumours, general anaesthesia",2023-11-03,47
"1049","Head and Neck Tumours, general anaesthesia",2023-11-10,48
"1050","Head and Neck Tumours, general anaesthesia",2023-11-17,53
"1051","Head and Neck Tumours, general anaesthesia",2023-11-24,46
"1052","Head and Neck Tumours, general anaesthesia",2023-12-01,52
"1053","Head and Neck Tumours, general anaesthesia",2023-12-08,53
"1054","Head and Neck Tumours, general anaesthesia",2023-12-15,38
"1055","Head and Neck Tumours, general anaesthesia",2023-12-22,34
"1056","Head and Neck Tumours, general anaesthesia",2023-12-29,46
"1057","Head and Neck Tumours, local anaesthesia",2022-03-04,74
"1058","Head and Neck Tumours, local anaesthesia",2022-03-11,74
"1059","Head and Neck Tumours, local anaesthesia",2022-03-18,74
"1060","Head and Neck Tumours, local anaesthesia",2022-03-25,73
"1061","Head and Neck Tumours, local anaesthesia",2022-04-01,73
"1062","Head and Neck Tumours, local anaesthesia",2022-04-08,14
"1063","Head and Neck Tumours, local anaesthesia",2022-04-15,14
"1064","Head and Neck Tumours, local anaesthesia",2022-04-22,7
"1065","Head and Neck Tumours, local anaesthesia",2022-04-29,65
"1066","Head and Neck Tumours, local anaesthesia",2022-05-06,63
"1067","Head and Neck Tumours, local anaesthesia",2022-05-13,60
"1068","Head and Neck Tumours, local anaesthesia",2022-05-20,57
"1069","Head and Neck Tumours, local anaesthesia",2022-05-27,44
"1070","Head and Neck Tumours, local anaesthesia",2022-06-03,45
"1071","Head and Neck Tumours, local anaesthesia",2022-06-10,50
"1072","Head and Neck Tumours, local anaesthesia",2022-06-17,56
"1073","Head and Neck Tumours, local anaesthesia",2022-06-24,45
"1074","Head and Neck Tumours, local anaesthesia",2022-07-01,66
"1075","Head and Neck Tumours, local anaesthesia",2022-07-08,45
"1076","Head and Neck Tumours, local anaesthesia",2022-07-15,48
"1077","Head and Neck Tumours, local anaesthesia",2022-07-22,52
"1078","Head and Neck Tumours, local anaesthesia",2022-07-29,52
"1079","Head and Neck Tumours, local anaesthesia",2022-08-05,66
"1080","Head and Neck Tumours, local anaesthesia",2022-08-12,65
"1081","Head and Neck Tumours, local anaesthesia",2022-08-19,147
"1082","Head and Neck Tumours, local anaesthesia",2022-08-26,66
"1083","Head and Neck Tumours, local anaesthesia",2022-09-02,66
"1084","Head and Neck Tumours, local anaesthesia",2022-09-09,66
"1085","Head and Neck Tumours, local anaesthesia",2022-09-16,66
"1086","Head and Neck Tumours, local anaesthesia",2022-09-23,66
"1087","Head and Neck Tumours, local anaesthesia",2022-09-30,59
"1088","Head and Neck Tumours, local anaesthesia",2022-10-07,59
"1089","Head and Neck Tumours, local anaesthesia",2022-10-14,17
"1090","Head and Neck Tumours, local anaesthesia",2022-10-21,21
"1091","Head and Neck Tumours, local anaesthesia",2022-10-28,18
"1092","Head and Neck Tumours, local anaesthesia",2022-11-04,21
"1093","Head and Neck Tumours, local anaesthesia",2022-11-11,21
"1094","Head and Neck Tumours, local anaesthesia",2022-11-18,16
"1095","Head and Neck Tumours, local anaesthesia",2022-11-25,21
"1096","Head and Neck Tumours, local anaesthesia",2022-12-02,14
"1097","Head and Neck Tumours, local anaesthesia",2022-12-09,16
"1098","Head and Neck Tumours, local anaesthesia",2022-12-16,16
"1099","Head and Neck Tumours, local anaesthesia",2022-12-23,14
"1100","Head and Neck Tumours, local anaesthesia",2022-12-30,10
"1101","Head and Neck Tumours, local anaesthesia",2023-01-06,7
"1102","Head and Neck Tumours, local anaesthesia",2023-01-13,3
"1103","Head and Neck Tumours, local anaesthesia",2023-01-20,7
"1104","Head and Neck Tumours, local anaesthesia",2023-01-27,10
"1105","Head and Neck Tumours, local anaesthesia",2023-02-03,10
"1106","Head and Neck Tumours, local anaesthesia",2023-02-10,0
"1107","Head and Neck Tumours, local anaesthesia",2023-02-17,9
"1108","Head and Neck Tumours, local anaesthesia",2023-02-24,14
"1109","Head and Neck Tumours, local anaesthesia",2023-03-03,66
"1110","Head and Neck Tumours, local anaesthesia",2023-03-10,10
"1111","Head and Neck Tumours, local anaesthesia",2023-03-17,21
"1112","Head and Neck Tumours, local anaesthesia",2023-03-24,21
"1113","Head and Neck Tumours, local anaesthesia",2023-03-31,24
"1114","Head and Neck Tumours, local anaesthesia",2023-04-07,22
"1115","Head and Neck Tumours, local anaesthesia",2023-04-14,28
"1116","Head and Neck Tumours, local anaesthesia",2023-04-21,30
"1117","Head and Neck Tumours, local anaesthesia",2023-04-28,28
"1118","Head and Neck Tumours, local anaesthesia",2023-05-05,29
"1119","Head and Neck Tumours, local anaesthesia",2023-05-12,23
"1120","Head and Neck Tumours, local anaesthesia",2023-05-19,24
"1121","Head and Neck Tumours, local anaesthesia",2023-05-26,24
"1122","Head and Neck Tumours, local anaesthesia",2023-06-02,23
"1123","Head and Neck Tumours, local anaesthesia",2023-06-09,21
"1124","Head and Neck Tumours, local anaesthesia",2023-06-16,23
"1125","Head and Neck Tumours, local anaesthesia",2023-06-23,24
"1126","Head and Neck Tumours, local anaesthesia",2023-06-30,24
"1127","Head and Neck Tumours, local anaesthesia",2023-07-07,22
"1128","Head and Neck Tumours, local anaesthesia",2023-07-14,35
"1129","Head and Neck Tumours, local anaesthesia",2023-07-21,23
"1130","Head and Neck Tumours, local anaesthesia",2023-07-28,28
"1131","Head and Neck Tumours, local anaesthesia",2023-08-04,22
"1132","Head and Neck Tumours, local anaesthesia",2023-08-11,21
"1133","Head and Neck Tumours, local anaesthesia",2023-08-18,28
"1134","Head and Neck Tumours, local anaesthesia",2023-08-25,28
"1135","Head and Neck Tumours, local anaesthesia",2023-09-01,17
"1136","Head and Neck Tumours, local anaesthesia",2023-09-08,22
"1137","Head and Neck Tumours, local anaesthesia",2023-09-15,22
"1138","Head and Neck Tumours, local anaesthesia",2023-09-22,85
"1139","Head and Neck Tumours, local anaesthesia",2023-09-29,56
"1140","Head and Neck Tumours, local anaesthesia",2023-10-06,27
"1141","Head and Neck Tumours, local anaesthesia",2023-10-13,26
"1142","Head and Neck Tumours, local anaesthesia",2023-10-20,26
"1143","Head and Neck Tumours, local anaesthesia",2023-10-27,31
"1144","Head and Neck Tumours, local anaesthesia",2023-11-03,17
