"","Sectie","Data","Zile"
"609","Mamologie, Malign Primar",2023-08-07,39
"610","Mamologie, Malign Primar",2023-08-14,42
"611","Mamologie, Malign Primar",2023-08-21,39
"612","Mamologie, Malign Primar",2023-08-28,35
"613","Mamologie, Malign Primar",2023-09-04,37
"614","Mamologie, Malign Primar",2023-09-11,42
"615","Mamologie, Malign Primar",2023-09-18,36
"616","Mamologie, Malign Primar",2023-09-25,36
"617","Mamologie, Malign Secundar",2022-03-04,29
"618","Mamologie, Malign Secundar",2022-03-28,29
"619","Mamologie, Malign Secundar",2022-04-04,29
"620","Mamologie, Malign Secundar",2022-04-11,29
"621","Mamologie, Malign Secundar",2022-04-18,29
"622","Mamologie, Malign Secundar",2022-04-26,29
"623","Mamologie, Malign Secundar",2022-05-03,29
"624","Mamologie, Malign Secundar",2022-05-16,29
"625","Mamologie, Malign Secundar",2022-05-23,29
"626","Mamologie, Malign Secundar",2022-05-30,29
"627","Mamologie, Malign Secundar",2022-06-13,29
"628","Mamologie, Malign Secundar",2022-06-20,29
"629","Mamologie, Malign Secundar",2022-06-27,29
"630","Mamologie, Malign Secundar",2022-07-04,29
"631","Mamologie, Malign Secundar",2022-07-18,29
"632","Mamologie, Malign Secundar",2022-07-25,29
"633","Mamologie, Malign Secundar",2022-08-01,29
"634","Mamologie, Malign Secundar",2022-08-08,29
"635","Mamologie, Malign Secundar",2022-08-15,29
"636","Mamologie, Malign Secundar",2022-08-22,29
"637","Mamologie, Malign Secundar",2022-08-29,29
"638","Mamologie, Malign Secundar",2022-09-05,29
"639","Mamologie, Malign Secundar",2022-09-12,29
"640","Mamologie, Malign Secundar",2022-09-19,29
"641","Mamologie, Malign Secundar",2022-09-26,29
"642","Mamologie, Malign Secundar",2022-10-03,29
"643","Mamologie, Malign Secundar",2022-10-10,29
"644","Mamologie, Malign Secundar",2022-10-17,32
"645","Mamologie, Malign Secundar",2022-10-24,42
"646","Mamologie, Malign Secundar",2022-10-31,36
"647","Mamologie, Malign Secundar",2022-11-07,36
"648","Mamologie, Malign Secundar",2022-11-14,31
"649","Mamologie, Malign Secundar",2022-11-21,35
"650","Mamologie, Malign Secundar",2022-11-28,31
"651","Mamologie, Malign Secundar",2022-12-05,30
"652","Mamologie, Malign Secundar",2022-12-12,31
"653","Mamologie, Malign Secundar",2022-12-19,30
"654","Mamologie, Malign Secundar",2022-12-26,37
"655","Mamologie, Malign Secundar",2023-01-02,39
"656","Mamologie, Malign Secundar",2023-01-09,40
"657","Mamologie, Malign Secundar",2023-01-16,42
"658","Mamologie, Malign Secundar",2023-01-23,49
"659","Mamologie, Malign Secundar",2023-01-30,39
"660","Mamologie, Malign Secundar",2023-02-06,24
"661","Mamologie, Malign Secundar",2023-02-13,37
"662","Mamologie, Malign Secundar",2023-02-20,30
"663","Mamologie, Malign Secundar",2023-02-27,42
"664","Mamologie, Malign Secundar",2023-03-06,35
"665","Mamologie, Malign Secundar",2023-03-13,29
"666","Mamologie, Malign Secundar",2023-03-20,38
"667","Mamologie, Malign Secundar",2023-03-27,49
"668","Mamologie, Malign Secundar",2023-04-03,45
"669","Mamologie, Malign Secundar",2023-04-10,45
"670","Mamologie, Malign Secundar",2023-04-17,45
"671","Mamologie, Malign Secundar",2023-04-24,42
"672","Mamologie, Malign Secundar",2023-05-01,44
"673","Mamologie, Malign Secundar",2023-05-08,46
"674","Mamologie, Malign Secundar",2023-05-15,49
"675","Mamologie, Malign Secundar",2023-05-22,43
"676","Mamologie, Malign Secundar",2023-05-29,42
"677","Mamologie, Malign Secundar",2023-06-05,42
"678","Mamologie, Malign Secundar",2023-06-12,42
"679","Mamologie, Malign Secundar",2023-06-19,45
"680","Mamologie, Malign Secundar",2023-06-26,70
"681","Mamologie, Malign Secundar",2023-07-03,49
"682","Mamologie, Malign Secundar",2023-07-10,38
"683","Mamologie, Malign Secundar",2023-07-17,31
"684","Mamologie, Malign Secundar",2023-07-24,35
"685","Mamologie, Malign Secundar",2023-07-31,44
"686","Mamologie, Malign Secundar",2023-08-07,44
"687","Mamologie, Malign Secundar",2023-08-14,46
"688","Mamologie, Malign Secundar",2023-08-21,42
"689","Mamologie, Malign Secundar",2023-08-28,36
"690","Mamologie, Malign Secundar",2023-09-04,49
"691","Mamologie, Malign Secundar",2023-09-11,50
"692","Mamologie, Malign Secundar",2023-09-18,42
"693","Mamologie, Malign Secundar",2023-09-25,37
"694","Proctologie",2022-03-04,13
"695","Proctologie",2022-03-28,21
"696","Proctologie",2022-04-04,17
"697","Proctologie",2022-04-11,10
"698","Proctologie",2022-04-18,8
"699","Proctologie",2022-04-26,14
"700","Proctologie",2022-05-03,9
"701","Proctologie",2022-05-16,9
"702","Proctologie",2022-05-23,11
"703","Proctologie",2022-05-30,16
"704","Proctologie",2022-06-13,10
"705","Proctologie",2022-06-20,10
"706","Proctologie",2022-06-27,9
"707","Proctologie",2022-07-04,7
"708","Proctologie",2022-07-18,30
"709","Proctologie",2022-07-25,24
"710","Proctologie",2022-08-01,23
"711","Proctologie",2022-08-08,9
"712","Proctologie",2022-08-15,0
"713","Proctologie",2022-08-22,10
"714","Proctologie",2022-08-29,16
"715","Proctologie",2022-09-05,17
"716","Proctologie",2022-09-12,17
"717","Proctologie",2022-09-19,17
"718","Proctologie",2022-09-26,17
"719","Proctologie",2022-10-03,16
"720","Proctologie",2022-10-10,17
"721","Proctologie",2022-10-17,12
"722","Proctologie",2022-10-24,10
"723","Proctologie",2022-10-31,9
"724","Proctologie",2022-11-07,10
"725","Proctologie",2022-11-14,10
"726","Proctologie",2022-11-21,11
"727","Proctologie",2022-11-28,16
"728","Proctologie",2022-12-05,10
"729","Proctologie",2022-12-12,10
"730","Proctologie",2022-12-19,10
"731","Proctologie",2022-12-26,10
"732","Proctologie",2023-01-02,10
"733","Proctologie",2023-01-09,10
"734","Proctologie",2023-01-16,10
"735","Proctologie",2023-01-23,17
"736","Proctologie",2023-01-30,9
"737","Proctologie",2023-02-06,9
"738","Proctologie",2023-02-13,10
"739","Proctologie",2023-02-20,9
"740","Proctologie",2023-02-27,17
"741","Proctologie",2023-03-06,17
"742","Proctologie",2023-03-13,17
"743","Proctologie",2023-03-20,17
"744","Proctologie",2023-03-27,17
"745","Proctologie",2023-04-03,16
"746","Proctologie",2023-04-10,17
"747","Proctologie",2023-04-17,17
"748","Proctologie",2023-04-24,17
"749","Proctologie",2023-05-01,23
"750","Proctologie",2023-05-08,23
"751","Proctologie",2023-05-15,16
"752","Proctologie",2023-05-22,17
"753","Proctologie",2023-05-29,17
"754","Proctologie",2023-06-05,10
"755","Proctologie",2023-06-12,9
"756","Proctologie",2023-06-19,3
"757","Proctologie",2023-06-26,2
"758","Proctologie",2023-07-03,3
"759","Proctologie",2023-07-10,9
"760","Proctologie",2023-07-17,9
"761","Proctologie",2023-07-24,2
"762","Proctologie",2023-07-31,2
"763","Proctologie",2023-08-07,3
"764","Proctologie",2023-08-14,3
"765","Proctologie",2023-08-21,2
"766","Proctologie",2023-08-28,2
"767","Proctologie",2023-09-04,10
"768","Proctologie",2023-09-11,10
"769","Proctologie",2023-09-18,10
"770","Proctologie",2023-09-25,9
"771","Pediatrie oncologică",2022-03-04,0
"772","Pediatrie oncologică",2022-03-28,0
"773","Pediatrie oncologică",2022-04-04,0
"774","Pediatrie oncologică",2022-04-11,0
"775","Pediatrie oncologică",2022-04-18,0
"776","Pediatrie oncologică",2022-04-26,0
"777","Pediatrie oncologică",2022-05-03,0
"778","Pediatrie oncologică",2022-05-16,0
"779","Pediatrie oncologică",2022-05-23,0
"780","Pediatrie oncologică",2022-05-30,0
"781","Pediatrie oncologică",2022-06-13,0
"782","Pediatrie oncologică",2022-06-20,0
"783","Pediatrie oncologică",2022-06-27,0
"784","Pediatrie oncologică",2022-07-04,7
"785","Pediatrie oncologică",2022-07-18,0
"786","Pediatrie oncologică",2022-07-25,31
"787","Pediatrie oncologică",2022-08-01,0
"788","Pediatrie oncologică",2022-08-08,1
"789","Pediatrie oncologică",2022-08-15,14
"790","Pediatrie oncologică",2022-08-22,0
"791","Pediatrie oncologică",2022-08-29,0
"792","Pediatrie oncologică",2022-09-05,0
"793","Pediatrie oncologică",2022-09-12,0
"794","Pediatrie oncologică",2022-09-19,0
"795","Pediatrie oncologică",2022-09-26,0
"796","Pediatrie oncologică",2022-10-03,0
"797","Pediatrie oncologică",2022-10-10,-3
"798","Pediatrie oncologică",2022-10-17,-3
"799","Pediatrie oncologică",2022-10-24,-3
"800","Pediatrie oncologică",2022-10-31,-3
"801","Pediatrie oncologică",2022-11-07,-3
"802","Pediatrie oncologică",2022-11-14,-3
"803","Pediatrie oncologică",2022-11-21,0
"804","Pediatrie oncologică",2022-11-28,0
"805","Pediatrie oncologică",2022-12-05,0
"806","Pediatrie oncologică",2022-12-12,0
"807","Pediatrie oncologică",2022-12-19,0
"808","Pediatrie oncologică",2022-12-26,0
"809","Pediatrie oncologică",2023-01-02,0
"810","Pediatrie oncologică",2023-01-09,0
"811","Pediatrie oncologică",2023-01-16,0
"812","Pediatrie oncologică",2023-01-23,0
"813","Pediatrie oncologică",2023-01-30,0
"814","Pediatrie oncologică",2023-02-06,0
"815","Pediatrie oncologică",2023-02-13,0
"816","Pediatrie oncologică",2023-02-20,0
"817","Pediatrie oncologică",2023-02-27,0
"818","Pediatrie oncologică",2023-03-06,0
"819","Pediatrie oncologică",2023-03-13,0
"820","Pediatrie oncologică",2023-03-20,0
"821","Pediatrie oncologică",2023-03-27,0
"822","Pediatrie oncologică",2023-04-03,0
"823","Pediatrie oncologică",2023-04-10,0
"824","Pediatrie oncologică",2023-04-17,0
"825","Pediatrie oncologică",2023-04-24,0
"826","Pediatrie oncologică",2023-05-01,0
"827","Pediatrie oncologică",2023-05-08,0
"828","Pediatrie oncologică",2023-05-15,0
"829","Pediatrie oncologică",2023-05-22,0
"830","Pediatrie oncologică",2023-05-29,0
"831","Pediatrie oncologică",2023-06-05,0
"832","Pediatrie oncologică",2023-06-12,0
"833","Pediatrie oncologică",2023-06-19,0
"834","Pediatrie oncologică",2023-06-26,0
"835","Pediatrie oncologică",2023-07-03,0
"836","Pediatrie oncologică",2023-07-10,0
"837","Pediatrie oncologică",2023-07-17,0
"838","Pediatrie oncologică",2023-07-24,0
"839","Pediatrie oncologică",2023-07-31,0
"840","Pediatrie oncologică",2023-08-07,0
"841","Pediatrie oncologică",2023-08-14,0
"842","Pediatrie oncologică",2023-08-21,0
"843","Pediatrie oncologică",2023-08-28,0
"844","Pediatrie oncologică",2023-09-04,0
"845","Pediatrie oncologică",2023-09-11,0
"846","Pediatrie oncologică",2023-09-18,0
"847","Pediatrie oncologică",2023-09-25,0
"848","Tumori cap și gât, Anestezie generală",2022-03-04,74
"849","Tumori cap și gât, Anestezie generală",2022-03-28,73
"850","Tumori cap și gât, Anestezie generală",2022-04-04,66
"851","Tumori cap și gât, Anestezie generală",2022-04-11,78
"852","Tumori cap și gât, Anestezie generală",2022-04-18,71
"853","Tumori cap și gât, Anestezie generală",2022-04-26,65
"854","Tumori cap și gât, Anestezie generală",2022-05-03,63
"855","Tumori cap și gât, Anestezie generală",2022-05-16,134
"856","Tumori cap și gât, Anestezie generală",2022-05-23,139
"857","Tumori cap și gât, Anestezie generală",2022-05-30,174
"858","Tumori cap și gât, Anestezie generală",2022-06-13,151
"859","Tumori cap și gât, Anestezie generală",2022-06-20,152
"860","Tumori cap și gât, Anestezie generală",2022-06-27,144
"861","Tumori cap și gât, Anestezie generală",2022-07-04,151
"862","Tumori cap și gât, Anestezie generală",2022-07-18,152
"863","Tumori cap și gât, Anestezie generală",2022-07-25,152
"864","Tumori cap și gât, Anestezie generală",2022-08-01,141
"865","Tumori cap și gât, Anestezie generală",2022-08-08,9
"866","Tumori cap și gât, Anestezie generală",2022-08-15,84
"867","Tumori cap și gât, Anestezie generală",2022-08-22,13
"868","Tumori cap și gât, Anestezie generală",2022-08-29,152
"869","Tumori cap și gât, Anestezie generală",2022-09-05,151
"870","Tumori cap și gât, Anestezie generală",2022-09-12,151
"871","Tumori cap și gât, Anestezie generală",2022-09-19,151
"872","Tumori cap și gât, Anestezie generală",2022-09-26,146
"873","Tumori cap și gât, Anestezie generală",2022-10-03,155
"874","Tumori cap și gât, Anestezie generală",2022-10-10,49
"875","Tumori cap și gât, Anestezie generală",2022-10-17,55
"876","Tumori cap și gât, Anestezie generală",2022-10-24,54
"877","Tumori cap și gât, Anestezie generală",2022-10-31,56
"878","Tumori cap și gât, Anestezie generală",2022-11-07,55
"879","Tumori cap și gât, Anestezie generală",2022-11-14,46
"880","Tumori cap și gât, Anestezie generală",2022-11-21,45
"881","Tumori cap și gât, Anestezie generală",2022-11-28,43
"882","Tumori cap și gât, Anestezie generală",2022-12-05,50
"883","Tumori cap și gât, Anestezie generală",2022-12-12,50
"884","Tumori cap și gât, Anestezie generală",2022-12-19,45
"885","Tumori cap și gât, Anestezie generală",2022-12-26,59
"886","Tumori cap și gât, Anestezie generală",2023-01-02,59
"887","Tumori cap și gât, Anestezie generală",2023-01-09,57
"888","Tumori cap și gât, Anestezie generală",2023-01-16,64
"889","Tumori cap și gât, Anestezie generală",2023-01-23,64
"890","Tumori cap și gât, Anestezie generală",2023-01-30,80
"891","Tumori cap și gât, Anestezie generală",2023-02-06,57
"892","Tumori cap și gât, Anestezie generală",2023-02-13,52
"893","Tumori cap și gât, Anestezie generală",2023-02-20,59
"894","Tumori cap și gât, Anestezie generală",2023-02-27,112
"895","Tumori cap și gât, Anestezie generală",2023-03-06,60
"896","Tumori cap și gât, Anestezie generală",2023-03-13,78
"897","Tumori cap și gât, Anestezie generală",2023-03-20,52
"898","Tumori cap și gât, Anestezie generală",2023-03-27,29
"899","Tumori cap și gât, Anestezie generală",2023-04-03,29
"900","Tumori cap și gât, Anestezie generală",2023-04-10,42
"901","Tumori cap și gât, Anestezie generală",2023-04-17,15
"902","Tumori cap și gât, Anestezie generală",2023-04-24,1
"903","Tumori cap și gât, Anestezie generală",2023-05-01,24
"904","Tumori cap și gât, Anestezie generală",2023-05-08,22
"905","Tumori cap și gât, Anestezie generală",2023-05-15,15
"906","Tumori cap și gât, Anestezie generală",2023-05-22,24
"907","Tumori cap și gât, Anestezie generală",2023-05-29,29
"908","Tumori cap și gât, Anestezie generală",2023-06-05,29
"909","Tumori cap și gât, Anestezie generală",2023-06-12,36
"910","Tumori cap și gât, Anestezie generală",2023-06-19,38
"911","Tumori cap și gât, Anestezie generală",2023-06-26,45
"912","Tumori cap și gât, Anestezie generală",2023-07-03,50
"913","Tumori cap și gât, Anestezie generală",2023-07-10,43
"914","Tumori cap și gât, Anestezie generală",2023-07-17,38
"915","Tumori cap și gât, Anestezie generală",2023-07-24,19
"916","Tumori cap și gât, Anestezie generală",2023-07-31,14
"917","Tumori cap și gât, Anestezie generală",2023-08-07,50
"918","Tumori cap și gât, Anestezie generală",2023-08-14,57
"919","Tumori cap și gât, Anestezie generală",2023-08-21,57
"920","Tumori cap și gât, Anestezie generală",2023-08-28,45
"921","Tumori cap și gât, Anestezie generală",2023-09-04,43
"922","Tumori cap și gât, Anestezie generală",2023-09-11,49
"923","Tumori cap și gât, Anestezie generală",2023-09-18,52
"924","Tumori cap și gât, Anestezie generală",2023-09-25,30
"925","Tumori cap și gât, Anestezie locală",2022-03-04,74
"926","Tumori cap și gât, Anestezie locală",2022-03-28,73
"927","Tumori cap și gât, Anestezie locală",2022-04-04,14
"928","Tumori cap și gât, Anestezie locală",2022-04-11,14
"929","Tumori cap și gât, Anestezie locală",2022-04-18,7
"930","Tumori cap și gât, Anestezie locală",2022-04-26,65
"931","Tumori cap și gât, Anestezie locală",2022-05-03,63
"932","Tumori cap și gât, Anestezie locală",2022-05-16,57
"933","Tumori cap și gât, Anestezie locală",2022-05-23,44
"934","Tumori cap și gât, Anestezie locală",2022-05-30,45
"935","Tumori cap și gât, Anestezie locală",2022-06-13,56
"936","Tumori cap și gât, Anestezie locală",2022-06-20,45
"937","Tumori cap și gât, Anestezie locală",2022-06-27,66
"938","Tumori cap și gât, Anestezie locală",2022-07-04,45
"939","Tumori cap și gât, Anestezie locală",2022-07-18,52
"940","Tumori cap și gât, Anestezie locală",2022-07-25,52
"941","Tumori cap și gât, Anestezie locală",2022-08-01,66
"942","Tumori cap și gât, Anestezie locală",2022-08-08,65
"943","Tumori cap și gât, Anestezie locală",2022-08-15,147
"944","Tumori cap și gât, Anestezie locală",2022-08-22,66
"945","Tumori cap și gât, Anestezie locală",2022-08-29,66
"946","Tumori cap și gât, Anestezie locală",2022-09-05,66
"947","Tumori cap și gât, Anestezie locală",2022-09-12,66
"948","Tumori cap și gât, Anestezie locală",2022-09-19,66
"949","Tumori cap și gât, Anestezie locală",2022-09-26,59
"950","Tumori cap și gât, Anestezie locală",2022-10-03,59
"951","Tumori cap și gât, Anestezie locală",2022-10-10,17
"952","Tumori cap și gât, Anestezie locală",2022-10-17,21
"953","Tumori cap și gât, Anestezie locală",2022-10-24,18
"954","Tumori cap și gât, Anestezie locală",2022-10-31,21
"955","Tumori cap și gât, Anestezie locală",2022-11-07,21
"956","Tumori cap și gât, Anestezie locală",2022-11-14,16
"957","Tumori cap și gât, Anestezie locală",2022-11-21,21
"958","Tumori cap și gât, Anestezie locală",2022-11-28,14
"959","Tumori cap și gât, Anestezie locală",2022-12-05,16
"960","Tumori cap și gât, Anestezie locală",2022-12-12,16
"961","Tumori cap și gât, Anestezie locală",2022-12-19,14
"962","Tumori cap și gât, Anestezie locală",2022-12-26,10
"963","Tumori cap și gât, Anestezie locală",2023-01-02,7
"964","Tumori cap și gât, Anestezie locală",2023-01-09,3
"965","Tumori cap și gât, Anestezie locală",2023-01-16,7
"966","Tumori cap și gât, Anestezie locală",2023-01-23,10
"967","Tumori cap și gât, Anestezie locală",2023-01-30,10
"968","Tumori cap și gât, Anestezie locală",2023-02-06,0
"969","Tumori cap și gât, Anestezie locală",2023-02-13,9
"970","Tumori cap și gât, Anestezie locală",2023-02-20,14
"971","Tumori cap și gât, Anestezie locală",2023-02-27,66
"972","Tumori cap și gât, Anestezie locală",2023-03-06,10
"973","Tumori cap și gât, Anestezie locală",2023-03-13,21
"974","Tumori cap și gât, Anestezie locală",2023-03-20,21
"975","Tumori cap și gât, Anestezie locală",2023-03-27,24
"976","Tumori cap și gât, Anestezie locală",2023-04-03,22
"977","Tumori cap și gât, Anestezie locală",2023-04-10,28
"978","Tumori cap și gât, Anestezie locală",2023-04-17,30
"979","Tumori cap și gât, Anestezie locală",2023-04-24,28
"980","Tumori cap și gât, Anestezie locală",2023-05-01,29
"981","Tumori cap și gât, Anestezie locală",2023-05-08,23
"982","Tumori cap și gât, Anestezie locală",2023-05-15,24
"983","Tumori cap și gât, Anestezie locală",2023-05-22,24
"984","Tumori cap și gât, Anestezie locală",2023-05-29,23
"985","Tumori cap și gât, Anestezie locală",2023-06-05,21
"986","Tumori cap și gât, Anestezie locală",2023-06-12,23
"987","Tumori cap și gât, Anestezie locală",2023-06-19,24
"988","Tumori cap și gât, Anestezie locală",2023-06-26,24
"989","Tumori cap și gât, Anestezie locală",2023-07-03,22
"990","Tumori cap și gât, Anestezie locală",2023-07-10,35
"991","Tumori cap și gât, Anestezie locală",2023-07-17,23
"992","Tumori cap și gât, Anestezie locală",2023-07-24,28
"993","Tumori cap și gât, Anestezie locală",2023-07-31,22
"994","Tumori cap și gât, Anestezie locală",2023-08-07,21
"995","Tumori cap și gât, Anestezie locală",2023-08-14,28
"996","Tumori cap și gât, Anestezie locală",2023-08-21,28
"997","Tumori cap și gât, Anestezie locală",2023-08-28,17
"998","Tumori cap și gât, Anestezie locală",2023-09-04,22
"999","Tumori cap și gât, Anestezie locală",2023-09-11,22
"1000","Tumori cap și gât, Anestezie locală",2023-09-18,85
"1001","Tumori cap și gât, Anestezie locală",2023-09-25,23
"1002","Tumori cap și gât, Neonco",2022-03-04,74
"1003","Tumori cap și gât, Neonco",2022-03-28,126
"1004","Tumori cap și gât, Neonco",2022-04-04,119
"1005","Tumori cap și gât, Neonco",2022-04-11,0
"1006","Tumori cap și gât, Neonco",2022-04-18,0
"1007","Tumori cap și gât, Neonco",2022-04-26,113
"1008","Tumori cap și gât, Neonco",2022-05-03,134
"1009","Tumori cap și gât, Neonco",2022-05-16,0
"1010","Tumori cap și gât, Neonco",2022-05-23,0
"1011","Tumori cap și gât, Neonco",2022-05-30,0
"1012","Tumori cap și gât, Neonco",2022-06-13,0
"1013","Tumori cap și gât, Neonco",2022-06-20,0
"1014","Tumori cap și gât, Neonco",2022-06-27,0
"1015","Tumori cap și gât, Neonco",2022-07-04,0
"1016","Tumori cap și gât, Neonco",2022-07-18,14
"1017","Tumori cap și gât, Neonco",2022-07-25,0
"1018","Tumori cap și gât, Neonco",2022-08-01,0
"1019","Tumori cap și gât, Neonco",2022-08-08,0
"1020","Tumori cap și gât, Neonco",2022-08-15,0
"1021","Tumori cap și gât, Neonco",2022-08-22,0
"1022","Tumori cap și gât, Neonco",2022-08-29,0
"1023","Tumori cap și gât, Neonco",2022-09-05,0
"1024","Tumori cap și gât, Neonco",2022-09-12,0
"1025","Tumori cap și gât, Neonco",2022-09-19,0
"1026","Tumori cap și gât, Neonco",2022-09-26,0
"1027","Tumori cap și gât, Neonco",2022-10-03,0
"1028","Tumori cap și gât, Neonco",2022-10-10,154
"1029","Tumori cap și gât, Neonco",2022-10-17,154
"1030","Tumori cap și gât, Neonco",2022-10-24,154
"1031","Tumori cap și gât, Neonco",2022-10-31,7
"1032","Tumori cap și gât, Neonco",2022-11-07,154
"1033","Tumori cap și gât, Neonco",2022-11-14,147
"1034","Tumori cap și gât, Neonco",2022-11-21,149
"1035","Tumori cap și gât, Neonco",2022-11-28,135
"1036","Tumori cap și gât, Neonco",2022-12-05,126
"1037","Tumori cap și gât, Neonco",2022-12-12,126
"1038","Tumori cap și gât, Neonco",2022-12-19,115
"1039","Tumori cap și gât, Neonco",2022-12-26,130
"1040","Tumori cap și gât, Neonco",2023-01-02,121
"1041","Tumori cap și gât, Neonco",2023-01-09,130
"1042","Tumori cap și gât, Neonco",2023-01-16,113
"1043","Tumori cap și gât, Neonco",2023-01-23,128
"1044","Tumori cap și gât, Neonco",2023-01-30,126
"1045","Tumori cap și gât, Neonco",2023-02-06,126
"1046","Tumori cap și gât, Neonco",2023-02-13,119
"1047","Tumori cap și gât, Neonco",2023-02-20,119
"1048","Tumori cap și gât, Neonco",2023-02-27,17
"1049","Tumori cap și gât, Neonco",2023-03-06,116
"1050","Tumori cap și gât, Neonco",2023-03-13,107
"1051","Tumori cap și gât, Neonco",2023-03-20,105
"1052","Tumori cap și gât, Neonco",2023-03-27,105
"1053","Tumori cap și gât, Neonco",2023-04-03,100
"1054","Tumori cap și gât, Neonco",2023-04-10,98
"1055","Tumori cap și gât, Neonco",2023-04-17,91
"1056","Tumori cap și gât, Neonco",2023-04-24,93
"1057","Tumori cap și gât, Neonco",2023-05-01,86
"1058","Tumori cap și gât, Neonco",2023-05-08,85
"1059","Tumori cap și gât, Neonco",2023-05-15,86
"1060","Tumori cap și gât, Neonco",2023-05-22,79
"1061","Tumori cap și gât, Neonco",2023-05-29,79
"1062","Tumori cap și gât, Neonco",2023-06-05,79
"1063","Tumori cap și gât, Neonco",2023-06-12,77
"1064","Tumori cap și gât, Neonco",2023-06-19,72
"1065","Tumori cap și gât, Neonco",2023-06-26,70
"1066","Tumori cap și gât, Neonco",2023-07-03,63
"1067","Tumori cap și gât, Neonco",2023-07-10,58
"1068","Tumori cap și gât, Neonco",2023-07-17,58
"1069","Tumori cap și gât, Neonco",2023-07-24,64
"1070","Tumori cap și gât, Neonco",2023-07-31,71
"1071","Tumori cap și gât, Neonco",2023-08-07,77
"1072","Tumori cap și gât, Neonco",2023-08-14,72
"1073","Tumori cap și gât, Neonco",2023-08-21,71
"1074","Tumori cap și gât, Neonco",2023-08-28,71
"1075","Tumori cap și gât, Neonco",2023-09-04,64
"1076","Tumori cap și gât, Neonco",2023-09-11,40
"1077","Tumori cap și gât, Neonco",2023-09-18,72
"1078","Tumori cap și gât, Neonco",2023-09-25,51
"1079","Hematologie 1",2022-03-04,3
"1080","Hematologie 1",2022-03-28,2
"1081","Hematologie 1",2022-04-04,2
"1082","Hematologie 1",2022-04-11,2
"1083","Hematologie 1",2022-04-18,2
"1084","Hematologie 1",2022-04-26,0
"1085","Hematologie 1",2022-05-03,0
"1086","Hematologie 1",2022-05-16,2
"1087","Hematologie 1",2022-05-23,2
"1088","Hematologie 1",2022-05-30,2
"1089","Hematologie 1",2022-06-13,2
"1090","Hematologie 1",2022-06-20,2
"1091","Hematologie 1",2022-06-27,2
"1092","Hematologie 1",2022-07-04,2
"1093","Hematologie 1",2022-07-18,2
"1094","Hematologie 1",2022-07-25,2
"1095","Hematologie 1",2022-08-01,2
"1096","Hematologie 1",2022-08-08,2
"1097","Hematologie 1",2022-08-15,2
"1098","Hematologie 1",2022-08-22,2
"1099","Hematologie 1",2022-08-29,3
"1100","Hematologie 1",2022-09-05,1
"1101","Hematologie 1",2022-09-12,1
"1102","Hematologie 1",2022-09-19,32
"1103","Hematologie 1",2022-09-26,2
"1104","Hematologie 1",2022-10-03,1
"1105","Hematologie 1",2022-10-10,1
"1106","Hematologie 1",2022-10-17,0
"1107","Hematologie 1",2022-10-24,4
"1108","Hematologie 1",2022-10-31,2
"1109","Hematologie 1",2022-11-07,0
"1110","Hematologie 1",2022-11-14,3
"1111","Hematologie 1",2022-11-21,2
"1112","Hematologie 1",2022-11-28,4
"1113","Hematologie 1",2022-12-05,2
"1114","Hematologie 1",2022-12-12,2
"1115","Hematologie 1",2022-12-19,2
"1116","Hematologie 1",2022-12-26,2
"1117","Hematologie 1",2023-01-02,2
"1118","Hematologie 1",2023-01-09,2
"1119","Hematologie 1",2023-01-16,2
"1120","Hematologie 1",2023-01-23,2
"1121","Hematologie 1",2023-01-30,0
"1122","Hematologie 1",2023-02-06,4
"1123","Hematologie 1",2023-02-13,3
"1124","Hematologie 1",2023-02-20,4
"1125","Hematologie 1",2023-02-27,2
"1126","Hematologie 1",2023-03-06,3
"1127","Hematologie 1",2023-03-13,2
"1128","Hematologie 1",2023-03-20,2
"1129","Hematologie 1",2023-03-27,0
"1130","Hematologie 1",2023-04-03,2
"1131","Hematologie 1",2023-04-10,2
"1132","Hematologie 1",2023-04-17,2
"1133","Hematologie 1",2023-04-24,1
"1134","Hematologie 1",2023-05-01,9
"1135","Hematologie 1",2023-05-08,15
"1136","Hematologie 1",2023-05-15,0
"1137","Hematologie 1",2023-05-22,2
"1138","Hematologie 1",2023-05-29,2
"1139","Hematologie 1",2023-06-05,2
"1140","Hematologie 1",2023-06-12,2
"1141","Hematologie 1",2023-06-19,2
"1142","Hematologie 1",2023-06-26,0
"1143","Hematologie 1",2023-07-03,0
"1144","Hematologie 1",2023-07-10,3
"1145","Hematologie 1",2023-07-17,1
"1146","Hematologie 1",2023-07-24,0
"1147","Hematologie 1",2023-07-31,1
"1148","Hematologie 1",2023-08-07,1
"1149","Hematologie 1",2023-08-14,1
"1150","Hematologie 1",2023-08-21,2
"1151","Hematologie 1",2023-08-28,0
"1152","Hematologie 1",2023-09-04,1
"1153","Hematologie 1",2023-09-11,1
"1154","Hematologie 1",2023-09-18,1
"1155","Hematologie 1",2023-09-25,1
"1156","Hematologie 2",2022-03-04,0
"1157","Hematologie 2",2022-03-28,2
"1158","Hematologie 2",2022-04-04,2
"1159","Hematologie 2",2022-04-11,2
"1160","Hematologie 2",2022-04-18,2
"1161","Hematologie 2",2022-04-26,1
"1162","Hematologie 2",2022-05-03,0
"1163","Hematologie 2",2022-05-16,2
"1164","Hematologie 2",2022-05-23,2
"1165","Hematologie 2",2022-05-30,2
